"1","2","3","4","5","6","NA","NA","NA","NA"
"Action","Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA
"Action","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Drama",NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA
"Action","Drama","War",NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA
"Drama","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Drama",NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Animation","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller","War",NA,NA,NA,NA,NA,NA,NA
"Action","Drama","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Film-Noir","Mystery","Romance",NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Animation","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary","IMAX",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy","Mystery",NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mystery","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy","Fantasy","Musical",NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Musical",NA,NA,NA,NA,NA,NA,NA
"Drama","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Musical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Animation","Children","Fantasy","Sci-Fi",NA,NA,NA,NA
"Comedy","Musical","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi","Thriller","IMAX",NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Animation","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Fantasy","Romance",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Comedy",NA,NA,NA,NA,NA,NA
"Action","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA
"Musical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Documentary",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Western",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","War","Western",NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Mystery","Romance",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Children","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","War","Western",NA,NA,NA,NA,NA,NA,NA
"Western",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"War",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Western",NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Comedy","Crime","Thriller",NA,NA,NA,NA,NA
"Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Film-Noir",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Fantasy",NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Comedy","Fantasy",NA,NA,NA,NA,NA,NA
"Action","Fantasy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","War",NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy","Drama",NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","War",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Comedy","Romance","Thriller",NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Children",NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama","War",NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA
"Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Mystery",NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA
"Action","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Romance",NA,NA,NA,NA,NA,NA,NA
"Romance","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Film-Noir",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Western",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Children","Fantasy",NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama","Sci-Fi",NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Musical","Romance",NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Fantasy",NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Western",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Crime","Thriller",NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Animation","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA
"Action","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Action",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA
"Action","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Fantasy","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical","Romance","Western",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Crime","Musical",NA,NA,NA,NA,NA,NA
"Action","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","War",NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Thriller",NA,NA,NA,NA,NA,NA,NA
"Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Musical",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Animation","Fantasy",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Crime","Documentary",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Mystery",NA,NA,NA,NA,NA,NA,NA
"Action","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Mystery","Romance","Thriller",NA,NA,NA,NA,NA
"Drama","Romance","War",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy","Drama","Fantasy","Mystery","Sci-Fi","Thriller",NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
